"manufacturers_name";"products_id";"products_code";"products_name";"products_description";"products_price";"products_quantity";"products_image"
<p><span style=\"font-family: Arial, Helvetica, sans-serif; color: #ff0000; font-size: x-small;\">FOTO MERAMENTE ILUSTRATIVA</span></p>
<p><span style=\"font-family: Arial, Helvetica, sans-serif; font-size: x-small;\"><strong><span style=\"font-size: small;\">LEGISLA&Ccedil;&Atilde;O</span></strong></span></p>
<p><span style=\"font-family: Arial, Helvetica, sans-serif; font-size: x-small;\">CARABINAS DE PRESS&Atilde;O N&Atilde;O S&Atilde;O ARMAS DE FOGO E N&Atilde;O NECESSITAM DE REGISTRO. </span></p>
<p><span style=\"font-family: Arial, Helvetica, sans-serif; font-size: x-small;\">De acordo com a Portaria n&deg; 36-DMB, de 09 de dezembro de 1999, (norma que regula o com&eacute;rcio de armas e muni&ccedil;&otilde;es aprovada pelo Minist&eacute;rio da Defesa e Ex&eacute;rcito Brasileiro) armas de press&atilde;o por a&ccedil;&atilde;o de mola, com calibre igual ou inferior a 6mm, n&atilde;o s&atilde;o armas de fogo.<br />Portanto:<br />- N&atilde;o necessitam de registro para sua aquisi&ccedil;&atilde;o, por&eacute;m sua venda s&oacute; &eacute; permitida a maiores de 18 anos com devida comprova&ccedil;&atilde;o;<br />- N&atilde;o necessitam de guia de tr&aacute;fego para transporte e deslocamento;<br />Veja abaixo a transcri&ccedil;&atilde;o do trecho da Portaria n&deg; 36-DMB/99:</span></p>
<p><span style=\"font-family: Arial, Helvetica, sans-serif; font-size: x-small;\">T&Iacute;TULO II<br />NORMAS PARA AQUISI&Ccedil;&Atilde;O DE ARMAS E MUNI&Ccedil;&Otilde;ES DE USO PERMITIDO, POR CIVIS, MILITARES E POLICIAIS<br />CAP&Iacute;TULO VII<br />Da Venda de Armas de Press&atilde;o <br />Art. 16. As armas de press&atilde;o, por a&ccedil;&atilde;o de mola ou g&aacute;s comprimido, n&atilde;o s&atilde;o armas de fogo, atiram setas met&aacute;licas, balins ou gr&atilde;os de chumbo, com energia muito menor do que uma arma de fogo. <br />Art. 17. As armas de press&atilde;o por a&ccedil;&atilde;o de mola, com calibre menor ou igual a 6 (seis) mm, podem ser vendidas pelo com&eacute;rcio n&atilde;o especializado, sem limites de quantidade, para maiores de 18 (dezoito) anos, cabendo ao comerciante a responsabilidade de comprovar a idade do comprador.<br /></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>";"280.0000";"0";"luneta 4x32.jpg"
NULL;"404";;"MOSQUETÃO 435-K-3 HMS 30KN";"<p>Mosquet&atilde;o HMS de grande abertura e capacidade de carga, fabricado em duralum&iacute;nio, possu&iacute; sistema de fechamento do tipo \"Key Lock\". Indicado para uso como mosquet&atilde;o central em tri&acirc;ngulos de for&ccedil;a e outros sistemas de seguran&ccedil;a. CE.</p>";"65.0000";"0";"kletter435k.jpg"
NULL;"869";;"MOSQUETÃO AUTOMATICO GOLIAT";"<p>&nbsp;</p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Mosquet&atilde;o autom&aacute;tico de alum&iacute;nio com resist&ecirc;ncia de 30kn </span></span></strong></p>
<p>&nbsp;</p>
<p><span style=\"font-size: small; font-family: Times New Roman;\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><span style=\"font-size: 14pt;\"><strong>Especifica&ccedil;&otilde;es</strong></span></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\">&nbsp;</strong></p>
<table class=\"MsoTableGrid\" style=\"border-collapse: collapse; mso-border-alt: solid windowtext .5pt; mso-yfti-tbllook: 480; mso-padding-alt: 0cm 5.4pt 0cm 5.4pt; mso-border-insideh: .5pt solid windowtext; mso-border-insidev: .5pt solid windowtext;\" border=\"1\" cellspacing=\"0\" cellpadding=\"0\">
<tbody>
<tr style=\"mso-yfti-irow: 0; mso-yfti-firstrow: yes;\">
<td style=\"padding-right: 5.4pt; padding-left: 5.4pt; padding-bottom: 0cm; width: 167.4pt; padding-top: 0cm; background-color: transparent; mso-border-alt: solid windowtext .5pt; border: windowtext 1pt solid;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Produto </span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: windowtext 1pt solid; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Polia Pamir Fast</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 1;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Mat&eacute;ria-Prima</span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Alum&iacute;nio</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 2;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Resist&ecirc;ncia</span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">30kn</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 3;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Peso </span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">90gr</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 4;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Normas</span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">EN 12278 / EN 362</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 5;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Certifica&ccedil;&atilde;o</span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">CE / UIAA</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 6;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Fabricante</span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">FADERS</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 7; mso-yfti-lastrow: yes;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">&nbsp;</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">&nbsp;</td>
</tr>
</tbody>
</table>
</span></p>
<p>&nbsp;</p>";"60.0000";"0";"460-TMOSQUETÃO.jpg"
NULL;"403";;"MOSQUETÃO GOLIAT 30 KN FORMATO D";"<p>Mosquet&atilde;o formato &ldquo;D&rdquo;, com trava do tipo rosca, fabricado em duraluminio, f&aacute;cil de manejar por sua forma anat&ocirc;mica. Indicado para trabalhos verticais, e resgate. CE.</p>";"50.0000";"0";"460-s.jpg"
NULL;"405";;"MOSQUETÃO OVAL AÇO 42 KN";"<p>Mosquet&atilde;o fabricado no formato assim&eacute;trico, em a&ccedil;o com trava de seguran&ccedil;a do tipo rosca. Apresenta abertura do gatilho de 20 mm, resist&ecirc;ncia de 42 kN no sentido longitudinal, 15 kN no sentido transversal e 11 kN quando aberto. Certifica&ccedil;&otilde;es: CE - EN12275 EN362 / NFPA1983-G. Aplica&ccedil;&otilde;es Conector para sistemas de seguran&ccedil;a com cordas em montanhismo e sistemas de prote&ccedil;&atilde;o contra quedas de altura.</p>";"58.0000";"5";"465.jpg"
NULL;"1080";;"ÓLEO PARA MOTOR DE POPA";"<p>Os &oacute;leos e lubrificantes&nbsp;Marine Power Premium&nbsp;foram desenvolvidos para voc&ecirc; obter o melhor desempenho durante a opera&ccedil;&atilde;o do seu motor. <br /><br />Nenhum outro produto substitui ou assegura a qualidade que um &oacute;leo ou lubrificante&nbsp;Marine Power Premium&nbsp;oferece.<br />N&atilde;o aceite outro &oacute;leo, exija a qualidade Marine Power Premium.</p>
<p>Possui extraordin&aacute;rias caracter&iacute;sticas, que ao queimar-se n&atilde;o formam cinzas, evitando com isto dep&oacute;sitos e borras nocivas aos an&eacute;is, proporcionando excelente lubrifica&ccedil;&atilde;o&nbsp; e melhor limpeza do motor.</p>
<p>&nbsp;</p>
<p><strong>APLICA&Ccedil;&Atilde;O</strong></p>
<table style=\"\\\" border=\"\\\" cellspacing=\"\\\" cellpadding=\"\\\" bgcolor=\"#00cc00\">
<tbody>
<tr bgcolor=\"#00ff00\">
<td width=\"\\\" align=\"\\\"><strong></strong></td>
<td width=\"\\\">
<p><strong>&Oacute;leo 2 tempos&nbsp;Marine Power Premium&nbsp;TC-W3<br /></strong></p>
<p>&Oacute;leo para todos os motores mar&iacute;timos de 2 tempos, carburados e com inje&ccedil;&atilde;o eletr&ocirc;nica (EFI). Possui a certifica&ccedil;&atilde;o TC-W3 da <a href=\"\\\" target=\"\\\" title=\"\\\">NMMA</a>.<br />N&atilde;o se deixar confundir por &oacute;leos que apenas alegam &lsquo;atender&rsquo; as especifica&ccedil;&otilde;es TC-W3, isto significa que n&atilde;o &eacute; um &oacute;leo certificado.</p>
</td>
</tr>
</tbody>
</table>";"21.0000";"0";"Oleo.JPG"
NULL;"408";;"POLIA ATLAS";"<p>Polia fabricada em duralum&iacute;nio de base chata para uso em sistemas de vantagem mec&acirc;nica ou desvios com placas laterais oscilantes e roldana montada sobre eixo rolamentado para uso em cordas de at&eacute; 13 mm de di&acirc;metro. Resist&ecirc;ncia: 38kN Peso: 370 gr. Certifica&ccedil;&otilde;es: CE / EN12278 / NFPA 1983 (2006 ED.) / 3Sigma</p>";"370.0000";"0";"polia_ATLASG.jpg"
NULL;"410";;"POLIA DUPLA TWIN";"<p>Polia confeccionada em liga de alum&iacute;nio de alta resist&ecirc;ncia, possui base que impede o atolamento do n&oacute; &ldquo;prussik&rdquo; feito com cordelete de 8mm, composta de 2 roldanas de alum&iacute;nio sobre eixos rolamentados e blindados, placas laterais oscilantes, aceita cordas de at&eacute;16 mm. (UIAA, CE, EN 12278) Peso: 490 gr. Resist.: 50 kN.</p>";"340.0000";"2";"twindupla827.jpg"
NULL;"866";;"POLIA PAMIR FAST";"<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: 14pt;\"><span style=\"font-family: Times New Roman;\">Descritivo T&eacute;cnico </span></span></strong></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small; font-family: Times New Roman;\">&nbsp;</span></strong></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Polia com corpo fabricado em alum&iacute;nio de alta resist&ecirc;ncia. Apresenta duas roldanas de 25 mm de di&acirc;metro fabricada em a&ccedil;o carbono montada sobre eixos de rolamentos para uso em cordas ou cabos de a&ccedil;o de ate 13 mm de di&acirc;metro. O orif&iacute;cio principal composta simultaneamente de ate 3 mosquet&otilde;es com corpo de at&eacute; 13 mm de di&acirc;metro e o orif&iacute;cio superior possibilita a conex&atilde;o de 1 mosquet&atilde;o oval com corpo de at&eacute; 14 mm de di&acirc;metro.</span></span></strong></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small; font-family: Times New Roman;\"></span></strong></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small; font-family: Times New Roman;\"></span></strong></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small; font-family: Times New Roman;\">&nbsp;</span></strong></p>
<p><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small; font-family: Times New Roman;\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: 14pt;\">Especifica&ccedil;&otilde;es</span></strong></p>
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\">&nbsp;</strong></p>
<table class=\"MsoTableGrid\" style=\"border-collapse: collapse; mso-border-alt: solid windowtext .5pt; mso-yfti-tbllook: 480; mso-padding-alt: 0cm 5.4pt 0cm 5.4pt; mso-border-insideh: .5pt solid windowtext; mso-border-insidev: .5pt solid windowtext;\" border=\"1\" cellspacing=\"0\" cellpadding=\"0\">
<tbody>
<tr style=\"mso-yfti-irow: 0; mso-yfti-firstrow: yes;\">
<td style=\"padding-right: 5.4pt; padding-left: 5.4pt; padding-bottom: 0cm; width: 167.4pt; padding-top: 0cm; background-color: transparent; mso-border-alt: solid windowtext .5pt; border: windowtext 1pt solid;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Produto </span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: windowtext 1pt solid; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Polia Pamir Fast</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 1;\">
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: windowtext 1pt solid; width: 167.4pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"223\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">Mat&eacute;ria-Prima</span></span></strong></p>
</td>
<td style=\"border-right: windowtext 1pt solid; padding-right: 5.4pt; border-top: #ece9d8; padding-left: 5.4pt; padding-bottom: 0cm; border-left: #ece9d8; width: 135pt; padding-top: 0cm; border-bottom: windowtext 1pt solid; background-color: transparent; mso-border-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-top-alt: solid windowtext .5pt;\" width=\"180\" valign=\"top\">
<p class=\"MsoNormal\" style=\"margin: 0cm 0cm 0pt;\"><strong style=\"mso-bidi-font-weight: normal;\"><span style=\"font-size: small;\"><span style=\"font-family: Times New Roman;\">A&ccedil;o e Alum&iacute;nio</span></span></strong></p>
</td>
</tr>
<tr style=\"mso-yfti-irow: 2;\">
